key,tweets,gt_type,pred_type
627,لااله الا الله محمد رسول على ولي الله نبعث إليكم التعازي والصبر لهل الطفل الذي أوجع قلوبنا وليسه فقط قلوبكم انالله واليه راجعون لقداوجعت قلوبنا يا حبيبنا الله معك اهكم من العراق,0,1
628,انا لله وانا اليه راجعون اللهم ارحمه واغفر له واجعل قبره روضة من رياض الجنة اللهم آمين,0,1
629,الله إرحمو وإعطي إلى والديه الصبر والسلوان,0,1
630,الله يرحمك ريان,0,1
631,الله يرحمك ياحبيبي ريان انت طير من طيور الجنة أحببت فيك الملايين عبر العالم اللهم اغفر له وارحمه واسكنه فسيح جناته ولهم اهله الصبر والسلوان وانا لله وانا اليه راجعون,0,1
632,ما الذى بينك وبين ربك يا ريان لقد أوجعت قلوب الملايين فى جميع أنحاء العالم بسقوطك فى هذا البئر واوجعتنا بفراقك اللهم ارحم الله هذا الطفل البريء ريان والهم أهله وزويه الصبر والسلوان,0,0
633,والله أنا أختكم من السنغال كل قلبي مع ريان وأمه من أمس ما نمت حتى الساعة ٢من الليل كنت أبكي وأدعو بالله انكسر قلبي كأنه ابني الله يرحمه إنا لله وإنا اليه راجعون اللهم اجعل قبره روضة من رياض الجنة واجعله شفيعا لوالديه واغفر كل من شارك لإنقاذه وأتعب ودعا وبكى لأجل حبيبنا ريان,0,1
634,انا لله وانا اليه راجعون الله يرحمه,0,1
635,والله أنا أختكم من السنغال كل قلبي مع ريان وأمه من أمس ما نمت حتى الساعة ٢من الليل كنت أبكي وأدعو بالله انكسر قلبي كأنه ابني الله يرحمه إنا لله وإنا اليه راجعون اللهم اجعل قبره روضة من رياض الجنة واجعله شفيعا لوالديه واغفر كل من شارك لإنقاذه وأتعب ودعا وبكى لأجل حبيبنا ريان,0,1
636,البقاء لله اللهم اعط اهله الصبر وسلوان احبكم في الله,0,1
637,الله يرحمو ويرزق الصبر لوالديه بقى فينا بزاف كل شيء العالم حزين على فراقو,0,0
638,سبحان من سخر له عباده رحم الله ريان ويغمد روحهه اعالي وجنان ويجعله شفيعا لاهله الله يصبر اهله يارب خبر وفاته كان مفجعة ما نقول الا ما يرضي ربنا,0,1
639,إن لله وإنا إليه راجعون اللهم اغفر له وارحمه واسكنه فسيح جناتك يارب العالمين,0,1
640,تعزية لاهل ريان الله يرحم ويجعل من اهل الجنه,0,1
641,ربي يرحمه ويغفر له ويسكنه الفردوس الأعلى من الجنة,0,1
642,لا إله إلا الله محمد رسول الله صلى الله عليه وسلم الله يرحمه ويحسن اليه ومتوه الجنة نحن من الجزائر كلنا بكينا عليه,0,1
643,حسبي الله ونعم الوكيل انا الله وانا اليه راجعون الله يصبر قلب أمو,0,0
644,نسأل الله الصبر والسلوان لأهله ابننا ريان,0,1
645,ليتكم تعلمون كم نحن محسودين علي ملكنا الحبيب الذي يده الحنينة تصل لكل مغري و لكي من يحتاجه رحم الله ريان و أطال الله عمر ملكنا الحبيب,0,1
646,ربي يرحمو من اهل الجنة تعازينا لوالديه و للشعب المغربي عامة,0,1
647,قلبنا تحرق عليه الله يصبر اهله يا رب,0,0
648,الله يرحم ريان في الجنة ان شاء الله و برافو على المجهودات الجبارة ربي يحفضكم,0,1
649,ان لله وان اليه راجعون ياربي ترحمك وتصبر والديك,0,1
650,قدر الله و ما شاء فعل ربي يربط على قلبيهما و يجعل ريان ذخرا لهما في الآخرة لله ما أعطى و لله ما أخذ quot بكلمات عاجزة عن التعبير راضين بقضاء الله نعزي عائلة البرعم ريان و كل الشعب المغربي و العالم بأسره في وفاة إبن من ابناء الامة الاسلامية إنا لله وإنا إليه راجعون اللهم ارحمه برحمتك الواسعة و ادخله فسيح جناتك مع الصديقين والشهداء والصالحين و الأبرار,0,1
651,احببناك ياولدي ولم نكن نعرفك فأحبك الله وأخدك الى جواره ربي يصبرنا عليه أختكم من الجزائر,0,1
652,والله هذي أصعب لحظة عاشها العالم الله يلهم أهله الصبر والسلوان وانا لله وانا اليه راجعون,0,0
653,نعزي ذوي الفقيد ريان و الشعب المغربي بفقدان هذا الطفل الملاك راجين المولى عز وجل أن يدخله فسيح جناته ويلهم أهله وذويه الصبر والسلوان وانا لله وانا اليه راجعون,0,1
654,ربي يرحمك ويصير عائلتك والشعب المغربي وكل الشعوب العربية وخاصة الجزائر يبدي والله راه أثر فيا بزاااف ولدرك مصدومة ونبكي ربي يرحمو,0,1
655,الله يرحم ريان طير من طيور الجنة ربي يصبر والديه إن لله وإنا إليه راجعون الله اكبر الله اكبر,0,1
656,تعازينا الحارة لوالديه ولجميع المتتبعين,0,1
657,تعازينا الخالصه باسم شعب المملكة العربية السعودية لعائله ريان والشعب المغربي انا لله وانا اليه راجعون,0,1
658,اللهم اجعل قبرها روضة من رياض الجنة وطيرنا من طيور الجنة,0,1
659,الله يرحمك ياحبيبنا ريان الله جعلك في جنات النعيم وان لله وانا اليه راجعون الله يصبر والديك ياريان ياقرة اعيننا,0,1
660,paix à son âme allah yerhamou,0,1
661,انا لله وانا اليه راجعون البقاء لله ربي يرحمو ويجعل ماواه الجنة ان شاء الله طير من طيور الجنة,0,1
662,الله يرحموا ويجعل مثواه الجنة ويرزق الواليدين ديالو الصبر إنا لله وإنا إليه راجعون,0,1
663,ياربي تصبرنا انه مع الله ومن احنو عليه من الله حبيبي ريان احببناك وبكينا ولكن لا نقول الا مايرضي الله ان لله وانا اليه راجعون الله المغاربة وكل العالم بكى من اجل ريان,0,1
664,لاحول ولاقوة الابالله العلي العظيم تعازينا لاسره الطفل وللشعب المغربي,0,0
665,العراق يعزيكم يااهل المغرب,0,1
